localBodyCode,localBodyNameEnglish,localBodyNameLocal,blockCode
112533,Birbandha,BIRBANDHA,3122
112535,Chhatarpur,CHHATARPUR,3122
112536,Chiraunjiya,CHIRAUNJIYA,3122
112538,Dube Marhatia,DUBE MARHATIA,3122
112539,Farathia,FARATHIA,3122
112540,Jata,JATA,3122
112541,Kalyanpur,KALYANPUR,3122
112552,Karua Kalan,KARUA KALAN,3122
112542,Korwadih,KORWADIH,3122
112543,Madheya,MADHEYA,3122
112544,Mahulia,MAHULIA,3122
112545,Nawada,NAWADA,3122
112546,Obra,OBRA,3122
112547,Parihara,PARIHARA,3122
112548,Pipra,PIPRA,3122
112549,Pratappur,PRATAPPUR,3122
112550,Ranka,RANKA,3122
112551,Sangrahe Khurd,SANGRAHE KHURD,3122
112553,Tildag,TILDAG,3122
112554,Ursugi,URSUGI,3122
112568,Arangi,ARANGI,3124
112569,Chandani,CHANDANI,3124
112570,Kariwadih,KARIWADIH,3124
112571,Kharaundhi,KHARAUNDHI,3124
112572,Kupa,KUPA,3124
112573,Majhigawan (Amarora),MAJHIGAWAN (AMARORA),3124
112574,Raji,RAJI,3124
112575,Sisari,SISARI,3124
112576,Sundi,SUNDI,3124
112579,Bodra,BODRA,3125
112581,Karamdih,KARAMDIH,3125
112582,Kharsota,KHARSOTA,3125
112583,Morbe,MORBE,3125
112585,Purhe,PURHE,3125
112586,Rampur,RAMPUR,3125
112588,Sonpurwa,SONPURWA,3125
112591,Talasbaria,TALASBARIA,3125
112590,Tanrhe,TANRHE,3125
112592,Arangi,ARANGI,3126
112593,Bana,BANA,3126
112594,Biktam,BIKTAM,3126
112595,Chama,CHAMA,3126
112596,Checharia,CHECHARIA,3126
112597,Duldulwa,DULDULWA,3126
112598,Gerua,GERUA,3126
112599,Gonda,GONDA,3126
112600,Hasandag,HASANDAG,3126
112601,Karkoma,KARKOMA,3126
112602,Khoridih,KHORIDIH,3126
112603,Lowadag,LOWADAG,3126
112604,Meral(East),MERAL(East),3126
112605,Meral(West),MERAL(West),3126
112606,Okhargara East,OKHARGARA EAST,3126
112607,Okhargara West,OKHARGARA WEST,3126
112608,Padhua,PADHUA,3126
112609,Sangbaria,SANGBARIA,3126
112610,Tenar,TENAR,3126
112611,Tisartetuka,TISARTETUKA,3126
112613,Bhojpur,BHOJPUR,3127
112614,Bilaspur,BILASPUR,3127
112616,Chitbishram,CHITBISHRAM,3127
112617,Garbandh,GARBANDH,3127
112618,Haliwanta Kalan,HALIWANTA KALAN,3127
274817,Hulhulakhurd,Hulhulakhurd,3127
274816,Kadhwan,Kadhwan,3127
112620,Koljhiki,KOLJHIKI,3127
112621,Kumba Khurd,KUMBA KHURD,3127
112622,Kushdand,KUSHDAND,3127
274815,Nagar Untari Nagar Panchayat,नगर उन्तरी नगर पंचयात,3127
112624,Narhi,NARHI,3127
112626,Pipardih,PIPARDIH,3127
112628,Baligarh,BALIGARH,3128
112629,Birajpur,BIRAJPUR,3128
112630,Chete,CHETE,3128
112631,Harhe,HARHE,3128
112632,Raksi,RAKSI,3128
112633,Ramkanda,RAMKANDA,3128
112634,Udaypur,UDAYPUR,3128
112636,Bahiyar Kalan,BAHIYAR KALAN,3129
112637,Bahiyar Khurd,BAHIYAR KHURD,3129
112638,Bhagodih,BHAGODIH,3129
112640,Bulka,BULKA,3129
112641,Gamharia,GAMHARIA,3129
112642,Haradag Kalan,HARADAG KALAN,3129
112643,Karnpura,KARNPURA,3129
112644,Marwania,MARWANIA,3129
112647,Ramna,RAMNA,3129
112649,Silidag,SILIDAG,3129
112650,Tandwa,TANDWA,3129
112651,Bahahara,BAHAHARA,3130
112652,Bishrampur,BISHRAMPUR,3130
112653,Chutia,CHUTIA,3130
112654,Chutru,CHUTRU,3130
112655,Dudhwal,DUDHWAL,3130
112656,Kanchanpur,KANCHANPUR,3130
112657,Katra,KATRA,3130
112658,Khapro,KHAPRO,3130
112659,Khardiha,KHARDIHA,3130
112660,Manpur,MANPUR,3130
112661,Ranka Kalan,RANKA KALAN,3130
112662,Siroi Khurd,SIROI KHURD,3130
112663,Sondag,SONDAG,3130
112664,Tamge Kalan,TAMGE KALAN,3130
112484,Baligarh,BALIGARH,6627
112491,Ketar,KETAR,6627
112492,Lohargada,LOHARGADA,6627
112495,Mukundpur,MUKUNDPUR,6627
112496,Pachadumar,PACHADUMAR,6627
112498,Parsodih,PARSODIH,6627
112499,Parti Kushwani,PARTI KUSHWANI,6627
112532,Bhikhahi,BHIKHAHI,6628
112534,Chhapardaga,CHHAPARDAGA,6628
112537,Danda,DANDA,6628
112635,Amhar Khas,AMHAR KHAS,6629
112639,Bishunpura,BISHUNPURA,6629
112645,Patihari,PATIHARI,6629
112646,Pipri Kalan,PIPRI KALAN,6629
112648,Sarang,SARANG,6629
112577,Adar,ADAR,6630
112578,Bardiha,BARDIHA,6630
112580,Jatro Banjari,JATRO BANJARI,6630
112584,Obra,OBRA,6630
112587,Salga,SALGA,6630
112589,Sukhnadi,SUKHNADI,6630
112519,Birbal,BIRBAL,6631
112522,Ghaghari,GHAGHARI,6631
112523,Katahar Kalan,KATAHAR KALAN,6631
112527,Sagma,SAGMA,6631
112528,Sondiha,SONDIHA,6631
112665,Adwara,ADWARA,3131
112666,Alagdiha,ALAGDIHA,3131
112667,Atka Paschimi,ATKA PASCHIMI,3131
112668,Atka Purwi,ATKA PURWI,3131
112686,Aura,AURA,3131
112669,Bagodardih Paschimi Bhag,BAGODARDIH PASCHIMI BHAG,3131
112670,Bagodardih Purwi Bhag,BAGODARDIH PURWI BHAG,3131
112671,Beko Paschimi,BEKO PASCHIMI,3131
112672,Beko Purwi,BEKO PURWI,3131
112674,Chudharibandh,CHUDHARIBANDH,3131
112675,Dewradih,DEWRADIH,3131
112676,Dhargulli,DHARGULLI,3131
112677,Dondalo,DONDALO,3131
112678,Hesla,HESLA,3131
112679,Jarmune Paschimi,JARMUNE PASCHIMI,3131
112680,Jarmune Purwi,JARMUNE PURWI,3131
112681,Khaeko,KHAEKO,3131
112682,Kuddar,KUDDAR,3131
112683,Kusmarja,KUSMARJA,3131
112684,Mundaro,MUNDARO,3131
112687,Pokhariya,POKHARIYA,3131
112689,Tirla,TIRLA,3131
112690,Badkitand,BADKITAND,3132
112691,Badwara,BADWARA,3132
112692,Bengabad,BENGABAD,3132
112693,Bhalkudar,BHALKUDAR,3132
112694,Bhandaridih,BHANDARIDIH,3132
112695,Chapuadih,CHAPUADIH,3132
112697,Chatmadih,CHATMADIH,3132
112696,Chotkikhargdiha,CHOTKIKHARGDIHA,3132
112699,Genro,GENRO,3132
112700,Golgo,GOLGO,3132
112701,Harila,HARILA,3132
112702,Jaruadih,JARUADIH,3132
112703,Jhalakdiha,JHALAKDIHA,3132
112704,Karnpura,KARNPURA,3132
112705,Luppi,LUPPI,3132
112706,Madhawandih,MADHAWANDIH,3132
112707,Mahuar,MAHUAR,3132
112708,Manjori,MANJORI,3132
112709,Motileda,MOTILEDA,3132
112710,Ojhadih,OJHADIH,3132
112698,Phitkoriya,PHITKORIYA,3132
112711,Sonbad,SONBAD,3132
112712,Tarajori,TARAJORI,3132
112713,Taratand,TARATAND,3132
112714,Telonari,TELONARI,3132
112715,Arari,ARARI,3133
112716,Balgo,BALGO,3133
112717,Baliya,BALIYA,3133
112718,Bangarakala,BANGARAKALA,3133
112719,Baradih,BARADIH,3133
112720,Barahmasiya,BARAHMASIYA,3133
112721,Birni,BIRNI,3133
112722,Chongakhar,CHONGAKHAR,3133
112723,Dalango,DALANGO,3133
112724,Gadi,GADI,3133
112725,Jaridih,JARIDIH,3133
112726,Kapilo,KAPILO,3133
112727,Kendua,KENDUA,3133
112728,Keshodih,KESHODIH,3133
112729,Kharidih,KHARIDIH,3133
112730,Kharkhari,KHARKHARI,3133
112731,Khedwara,KHEDWARA,3133
112732,Kusumai,KUSUMAI,3133
112733,Makhmargo,MAKHMARGO,3133
112734,Manakdiha,MANAKDIHA,3133
112735,Manjhiladih,MANJHILADIH,3133
112736,Padariya,PADARIYA,3133
112737,Padarmaniya,PADARMANIYA,3133
112738,Pesham,PESHAM,3133
112739,Shakhabara,SHAKHABARA,3133
112740,Simarabdhab,SIMARABDHAB,3133
112741,Tetariya Salaidih,TETARIYA SALAIDIH,3133
112742,Tulsitand,TULSITAND,3133
112743,Asako,ASAKO,3134
112744,Bairiya,BAIRIYA,3134
112745,Bansdih,BANSDIH,3134
112746,Barawabad,BARAWABAD,3134
112747,Bedodih,BEDODIH,3134
112748,Bhelwaghati,BHELWAGHATI,3134
112749,Chahal,CHAHAL,3134
112750,Chataro,CHATARO,3134
112751,Chikanadih,CHIKANADIH,3134
112752,Dhengadih,DHENGADIH,3134
112753,Gadidigha,GADIDIGHA,3134
112754,Ghaskaridih,GHASKARIDIH,3134
112755,Ghonse,GHONSE,3134
112756,Guniyathar,GUNIYATHAR,3134
112758,Harala,HARALA,3134
112757,Hariyali,HARIYALI,3134
112759,Jamdiha,JAMDIHA,3134
112760,Jamukhukharo,JAMUKHUKHARO,3134
112761,Khatauri,KHATAURI,3134
112762,Kosodongodighi,KOSODONGODIGHI,3134
112763,Manikbad,MANIKBAD,3134
112764,Marudih,MARUDIH,3134
112765,Nekpura,NEKPURA,3134
112766,Parsatand,PARSATAND,3134
112767,Salaiadih Urph Khorodih,SALAIADIH URPH KHORODIH,3134
112768,Sikarudih,SIKARUDIH,3134
112769,Tilakdih,TILAKDIH,3134
112770,Ambatand,AMBATAND,3135
112771,Arkhango,ARKHANGO,3135
112772,Balhara,BALHARA,3135
112773,Bandhi,BANDHI,3135
112774,Barjo,BARJO,3135
112775,Bhulutand,BHULUTAND,3135
112776,Bodgo,BODGO,3135
112777,Chandrakho,CHANDRAKHO,3135
112778,Chatti,CHATTI,3135
112783,Dakshini Doranda,DAKSHINI DORANDA,3135
112779,Dhanaipura,DHANAIPURA,3135
277138,Dhanwar,धनवार,3135
112782,Dharampur,DHARAMPUR,3135
112785,Dumardiha,DUMARDIHA,3135
112786,Gadi,GADI,3135
112787,Galwati,GALWATI,3135
112788,Garjasaran,GARJASARAN,3135
112790,Giridih,GIRIDIH,3135
112789,Gorhand,GORHAND,3135
112791,Gundari,GUNDARI,3135
112792,Hemrodih,HEMRODIH,3135
112793,Jarisingha,JARISINGHA,3135
112794,Jeruadih,JERUADIH,3135
112795,Kailadhab,KAILADHAB,3135
112796,Kargali Khurd,KARGALI KHURD,3135
112797,Kendua,KENDUA,3135
112798,Lalbajar,LALBAJAR,3135
112799,Maheshmarwa,MAHESHMARWA,3135
112800,Makdiha,MAKDIHA,3135
112801,Nimadih,NIMADIH,3135
112802,Panchrukhi,PANCHRUKHI,3135
112804,Pandariya,PANDARIYA,3135
112803,Pandeydih,PANDEYDIH,3135
112805,Parsan,PARSAN,3135
112806,Sapamaran,SAPAMARAN,3135
112807,Siramdih,SIRAMDIH,3135
112808,Sirsay,SIRSAY,3135
112784,Uttari Doranda,UTTARI DORANDA,3135
112809,Amara,AMARA,3136
112810,Asur Bandh,ASUR BANDH,3136
112811,Atki,ATKI,3136
112814,Badki -Bergi,BADKI -BERGI,3136
112812,Balthariya,BALTHARIYA,3136
112813,Balutunda,BALUTUNDA,3136
112815,Behara Suiayadih,BEHARA SUIAYADIH,3136
112816,Bharkhar,BHARKHAR,3136
112819,Chachando,CHACHANDO,3136
112817,Chainpur,CHAINPUR,3136
112818,Chegado,CHEGADO,3136
112820,Chino,CHINO,3136
112821,Dumarchutiyo,DUMARCHUTIYO,3136
112822,Dumri,DUMRI,3136
112823,Isri Bazat Daxini,ISRI BAZAT DAXINI,3136
112824,Isri Bazat Uttari,ISRI BAZAT UTTARI,3136
112825,Jamtara,JAMTARA,3136
112826,Jaridih,JARIDIH,3136
112827,Jitkundi,JITKUNDI,3136
112828,Kalhawar,KALHAWAR,3136
112829,Khairatunda,KHAIRATUNDA,3136
112830,Khiudisar,KHIUDISAR,3136
112831,Kulgo Daxini,KULGO DAXINI,3136
112833,Laxamantunda,LAXAMANTUNDA,3136
112834,Lohedih,LOHEDIH,3136
112835,Madyagopali,MADYAGOPALI,3136
112837,Nagari,NAGARI,3136
112836,Nawabad,NAWABAD,3136
112838,Parsabeda,PARSABEDA,3136
112839,Poraiya,PORAIYA,3136
112840,Ranga Mati,RANGA MATI,3136
112841,Roshanatunda,ROSHANATUNDA,3136
112842,Sasarakho,SASARAKHO,3136
112843,Shankardih,SHANKARDIH,3136
112844,Tengra Khurd,TENGRA KHURD,3136
112845,Thakurchak,THAKURCHAK,3136
112846,Ahilyapur,AHILYAPUR,3137
112848,Badgunda,BADGUNDA,3137
112847,Badkitand,BADKITAND,3137
112849,Banki Kala,BANKI KALA,3137
112850,Barmasiya 1,BARMASIYA 1,3137
112851,Barmasiya 2,BARMASIYA 2,3137
112852,Budhudih,BUDHUDIH,3137
112853,Chambapur,CHAMBAPUR,3137
112854,Dasdih,DASDIH,3137
112855,Dokidih,DOKIDIH,3137
112859,Galkunda,GALKUNDA,3137
112860,Gandey,GANDEY,3137
112861,Ghatkula,GHATKULA,3137
112862,Jamjori,JAMJORI,3137
112863,Jharghatta,JHARGHATTA,3137
112864,Karribank,KARRIBANK,3137
112865,Kundelwadah,KUNDELWADAH,3137
112866,Mednisare,MEDNISARE,3137
112867,Pandaro,PANDARO,3137
112868,Parwatpur,PARWATPUR,3137
112856,Phulchi,PHULCHI,3137
112857,Phuljhariya,PHULJHARIYA,3137
112858,Phuljori,PHULJORI,3137
112869,Rasanjori,RASANJORI,3137
112870,Taratand,TARATAND,3137
112871,Udaypur,UDAYPUR,3137
112872,Amtaro,AMTARO,3138
112873,Badidih,BADIDIH,3138
112874,Birne,BIRNE,3138
112875,Gaddar,GADDAR,3138
112876,Gawan,GAWAN,3138
112877,Jamdar,JAMDAR,3138
112878,Kharsan,KHARSAN,3138
112879,Malda,MALDA,3138
112880,Manjhane,MANJHANE,3138
112881,Nagwan,NAGWAN,3138
112882,Nimadih,NIMADIH,3138
112883,Pasnaur,PASNAUR,3138
112884,Patna,PATNA,3138
112885,Pihara Pashchimi Bhag,PIHARA PASHCHIMI BHAG,3138
112886,Pihara Purwi Bhag,PIHARA PURWI BHAG,3138
112888,Sairuwa,SAIRUWA,3138
112887,Sankh,SANKH,3138
112889,Akdoni Kala,AKDONI KALA,3139
112890,Akdoni Khurd,AKDONI KHURD,3139
112891,Algunda,ALGUNDA,3139
112892,Badgunda Khurd,BADGUNDA KHURD,3139
112893,Bajto,BAJTO,3139
112894,Barahmoriya,BARAHMORIYA,3139
112896,Berdonga,BERDONGA,3139
112899,Chunjaka,CHUNJAKA,3139
112902,Gadi Srirampur,GADI SRIRAMPUR,3139
250349,Giridih Municipal Corporation,गिरिडीह,3139
112904,Jaspur,JASPUR,3139
112905,Jitpur,JITPUR,3139
112906,Karharbari,KARHARBARI,3139
112907,Khawa,KHAWA,3139
112908,Leda,LEDA,3139
112909,Maheshlundi,MAHESHLUNDI,3139
112910,Mangarodih,MANGARODIH,3139
112911,Matrukha,MATRUKHA,3139
112912,Mohanpur,MOHANPUR,3139
112913,Pahadpur,PAHADPUR,3139
112914,Palmo,PALMO,3139
112917,Parsatand,PARSATAND,3139
112918,Patrodih,PATRODIH,3139
112901,Phulchi,PHULCHI,3139
112919,Pindatand,PINDATAND,3139
112920,Purnanagar,PURNANAGAR,3139
112921,Senadoni,SENADONI,3139
112923,Sikdardih,SIKDARDIH,3139
112924,Sindwariya,SINDWARIYA,3139
112926,Telodih,TELODIH,3139
112927,Udanabad,UDANABAD,3139
112929,Baddiha-1,BADDIHA-1,3140
245527,Baddiha-2,BADDIHA-2,3140
112930,Balgo,BALGO,3140
112931,Beharabad,BEHARABAD,3140
112932,Chachaghara,CHACHAGHARA,3140
112933,Chakmanjo,CHAKMANJO,3140
112934,Charghara,CHARGHARA,3140
112935,Chilga,CHILGA,3140
112936,Chittardih,CHITTARDIH,3140
112937,Chorgatta,CHORGATTA,3140
112939,Chungalo,CHUNGALO,3140
112938,Chunghalkhar,CHUNGHALKHAR,3140
112940,Dharmpur,DHARMPUR,3140
112941,Dhontho,DHONTHO,3140
112942,Dhuraita,DHURAITA,3140
112943,Dhurgadhagi,DHURGADHAGI,3140
112945,Goro,GORO,3140
112946,Harla,HARLA,3140
112947,Jagaranathdih,JAGARANATHDIH,3140
112948,Jaridih,JARIDIH,3140
112949,Karihari,KARIHARI,3140
112950,Karodih,KARODIH,3140
112951,Kendua,KENDUA,3140
112952,Kharagdiha,KHARAGDIHA,3140
112953,Kurhuvindo,KURHUVINDO,3140
112954,Lataki,LATAKI,3140
112955,Magahakala,MAGAHAKALA,3140
112956,Maluwatand,MALUWATAND,3140
112957,Medhochaprkho,MEDHOCHAPRKHO,3140
112958,Nawadih,NAWADIH,3140
112959,Nawadiha,NAWADIHA,3140
112960,Palmo,PALMO,3140
112961,Pandeydih,PANDEYDIH,3140
112944,Phatha,PHATHA,3140
112962,Pindarsot,PINDARSOT,3140
112963,Pobi,POBI,3140
112964,Prtappur,PRTAPPUR,3140
112965,Remba,REMBA,3140
112966,Shali,SHALI,3140
112967,Siyantand,SIYANTAND,3140
112968,Tara,TARA,3140
112969,Tikamagaha,TIKAMAGAHA,3140
112970,Badgawan,BADGAWAN,3141
112971,Bandh,BANDH,3141
112972,Bharati Chalkari,BHARATI CHALKARI,3141
112973,Bishunpur,BISHUNPUR,3141
112974,Chilga,CHILGA,3141
112975,Chirki,CHIRKI,3141
112976,Harladih,HARLADIH,3141
112977,Kharpoka,KHARPOKA,3141
112978,Khukhara,KHUKHARA,3141
112979,Kudko,KUDKO,3141
112980,Kumharlalo,KUMHARLALO,3141
112981,Madhuban,MADHUBAN,3141
112982,Mandaro,MANDARO,3141
112983,Nawadih,NAWADIH,3141
112984,Palganj,PALGANJ,3141
112985,Simarkothi,SIMARKOTHI,3141
112986,Tuiyo,TUIYO,3141
112987,Barawadih,BARAWADIH,3142
112988,Belwana,BELWANA,3142
112989,Bhandari,BHANDARI,3142
112990,Chandauri,CHANDAURI,3142
112991,Gadkura,GADKURA,3142
112992,Gumagi,GUMAGI,3142
112993,Kharkhari,KHARKHARI,3142
112994,Khatponk,KHATPONK,3142
112995,Khijuri,KHIJURI,3142
112996,Lokay,LOKAY,3142
112997,Mansadih,MANSADIH,3142
112998,Plmaruwa,PLMARUWA,3142
112999,Sindho,SINDHO,3142
113000,Thansinhdih,THANSINHDIH,3142
113001,Tisri,TISRI,3142
245507,Amnari,AMNARI,6643
290364,Badaki Suriya,बड़की सरैया,6643
245508,Bagodih,BAGODIH,6643
245509,Bandkharo,BANDKHARO,6643
245510,Barwadih,BARWADIH,6643
245511,Chachaki,CHACHAKI,6643
112673,Chirua,CHIRUA,6643
245512,Ghuthiya Peshra,GHUTHIYA PESHRA,6643
245513,Kailatand,KAILATAND,6643
245514,Keshwari,KESHWARI,6643
245515,Koyaridih,KOYARIDIH,6643
245516,Kusmadih,KUSMADIH,6643
245518,Mandramo Paschimi,MANDRAMO PASCHIMI,6643
245517,Mandramo Purwi,MANDRAMO PURWI,6643
245519,Mokamo,MOKAMO,6643
245520,Nagarkeshwari,NAGARKESHWARI,6643
112685,Nawadih,NAWADIH,6643
245521,Parsiya,PARSIYA,6643
299712,Pawapur,PAWAPUR,6643
245522,Purnidih,PURNIDIH,6643
112688,Sabalpur,SABALPUR,6643
245523,Sariya Khurd,SARIYA KHURD,6643
113002,Babupur,BABUPUR,3143
113003,Baghmara,BAGHMARA,3143
113004,Bara Amarpur,BARA AMARPUR,3143
113005,Bara Bhorai,BARA BHORAI,3143
113006,Bara Boarijor,BARA BOARIJOR,3143
113007,Bara Dumarhil,BARA DUMARHIL,3143
113008,Bara Sripur,BARA SRIPUR,3143
113009,Dakaita,DAKAITA,3143
113010,Daldali Gopal Pur,DALDALI GOPAL PUR,3143
113011,Devipur,DEVIPUR,3143
113012,Dumaria,DUMARIA,3143
113013,Jamu Jharna,JAMU JHARNA,3143
113014,Jirli,JIRLI,3143
113015,Kendua,KENDUA,3143
113016,Kushumghati,KUSHUMGHATI,3143
113017,Kushwilla,KUSHWILLA,3143
113018,Lilatari 1,LILATARI 1,3143
113019,Lilatari 2,LILATARI 2,3143
113020,Lohandiya Bajar,LOHANDIYA BAJAR,3143
113021,Meghi,MEGHI,3143
113022,Nimakala,NIMAKALA,3143
113023,Rajabhitha,RAJABHITHA,3143
113024,Amarpur,AMARPUR,3144
113025,Amlo,AMLO,3144
113027,Bari Kalyani,BARI KALYANI,3144
113028,Bhatdiha,BHATDIHA,3144
113029,Burikura,BURIKURA,3144
113030,Dhodhri,DHODHRI,3144
113031,Dumariya,DUMARIYA,3144
113032,Gaychhand,GAYCHHAND,3144
113026,Ghat Banka,GHAT BANKA,3144
113042,Ghat Manjwara,GHAT MANJWARA,3144
113033,Ghat Paharpur,GHAT PAHARPUR,3144
113034,Gorsanda,GORSANDA,3144
113035,Jamani Paharpur,JAMANI PAHARPUR,3144
113036,Jhilua,JHILUA,3144
113037,Kanbhara,KANBHARA,3144
113038,Khatnai,KHATNAI,3144
245441,Kurmichak,KURMICHAK,3144
113039,Lobandha,LOBANDHA,3144
113040,Machhiya Simadda,MACHHIYA SIMADDA,3144
113041,Makhani,MAKHANI,3144
113043,Markhan,MARKHAN,3144
113044,Motiya,MOTIYA,3144
113045,Nepura,NEPURA,3144
113046,Nipaniya,NIPANIYA,3144
113047,Nunbatta,NUNBATTA,3144
113048,Pairdih,PAIRDIH,3144
113049,Panchrukhi,PANCHRUKHI,3144
113050,Pandaha,PANDAHA,3144
113051,Pandu Bathan,PANDU BATHAN,3144
113052,Ranidih,RANIDIH,3144
113053,Rupiyama,RUPIYAMA,3144
113054,Saidapur,SAIDAPUR,3144
113055,Sarouni,SAROUNI,3144
113056,Sundmara,SUNDMARA,3144
113058,Bhanjpur,BHANJPUR,3145
113059,Dharmodih,DHARMODIH,3145
113060,Digghi,DIGGHI,3145
113061,Garih,GARIH,3145
113062,Ghatgamhariya,GHATGAMHARIYA,3145
113063,Hanwara,HANWARA,3145
113064,Hasan Karhariya,HASAN KARHARIYA,3145
113065,Jamaydih,JAMAYDIH,3145
113066,Jiyajori,JIYAJORI,3145
113068,Karnu,KARNU,3145
113069,Khorad,KHORAD,3145
113070,Koyala,KOYALA,3145
113071,Kushamhara,KUSHAMHARA,3145
113072,Lahathi,LAHATHI,3145
113073,Longay,LONGAY,3145
300318,Mahadeobathan,MAHADEOBATHAN,3145
300370,Mahagama Municipal Corporation,Mahagama Municipal Corporation,3145
113077,Nayanagar,NAYANAGAR,3145
113078,Parsa,PARSA,3145
113079,Ramkol,RAMKOL,3145
113080,Samri,SAMRI,3145
113081,Sarbhanga,SARBHANGA,3145
113082,Saroutiya,SAROUTIYA,3145
113083,Simarakitta Ghat Bandaridih,SIMARAKITTA GHAT BANDARIDIH,3145
113084,Sinpur,SINPUR,3145
113085,Wishwas Khani,WISHWAS KHANI,3145
113086,Amjora Pirojpur,AMJORA PIROJPUR,3146
113087,Amour,AMOUR,3146
113088,Bajitpur,BAJITPUR,3146
113089,Balbadda,BALBADDA,3146
113090,Chhota Bara Mangarh,CHHOTA BARA MANGARH,3146
113091,Dhankuriya,DHANKURIYA,3146
113092,Dhodha,DHODHA,3146
113093,Doy,DOY,3146
113094,Gajhanda,GAJHANDA,3146
113095,Itahari,ITAHARI,3146
113096,Kaswa,KASWA,3146
113097,Lakarmara,LAKARMARA,3146
113098,Madhura,MADHURA,3146
113099,Mal Paratappur,MAL PARATAPPUR,3146
113100,Marpa,MARPA,3146
113101,Meharma,MEHARMA,3146
113102,Shankarpur,SHANKARPUR,3146
113103,Simanpur,SIMANPUR,3146
113104,Singhari,SINGHARI,3146
113105,Souri Chakla,SOURI CHAKLA,3146
113106,Sukhari,SUKHARI,3146
113107,Surani,SURANI,3146
113108,Tularam Bhuskha,TULARAM BHUSKHA,3146
113140,Boha,BOHA,3147
113112,Chilara,CHILARA,3147
113113,Chilkara Gowind,CHILKARA GOWIND,3147
113116,Gangta Kala,GANGTA KALA,3147
113117,Ghat Kurawa,GHAT KURAWA,3147
113123,Kasturiya,KASTURIYA,3147
113125,Korka Ghat,KORKA GHAT,3147
113126,Lakhanpahari,LAKHA PAHARI,3147
113127,Latouna,LATOUNA,3147
113128,Maheshlitti,MAHESHLITTI,3147
113129,Malnistara,MALNISTARA,3147
113130,Manchhitar,MANCHHITAR,3147
113131,Pandua,PANDUA,3147
113132,Paraspani,PARASPANI,3147
245442,Pathargama,PATHARGAMA,3147
113133,Pipra,PIPRA,3147
113135,Ranipur,RANIPUR,3147
113137,Sonarchak,SONARCHAK,3147
113139,Wishaha,WISHAHA,3147
113141,Akashi,AKASHI,3148
113142,Amuwar Santhali,AMUWAR SANTHALI,3148
113143,Asarhi Madhuri,ASARHI MADHURI,3148
113144,Baghmara,BAGHMARA,3148
113145,Baksra,BAKSRA,3148
113146,Banjhi,BANJHI,3148
113147,Bargachcha Hriyari,BARGACHCHA HRIYARI,3148
113148,Bhatoundha,BHATOUNDHA,3148
113171,Birniya,BIRNIYA,3148
113149,Chatra,CHATRA,3148
113150,Danrai,DANRAI,3148
113151,Dewbandha,DEWBANDHA,3148
113152,Dewdarn,DEWDARN,3148
113153,Dhenukatta,DHENUKATTA,3148
113154,Dropad,DROPAD,3148
113155,Kasturi,KASTURI,3148
113156,Kharkachiya,KHARKACHIYA,3148
113157,Lata Dikwani,LATA DIKWANI,3148
113158,Lathibari,LATHIBARI,3148
113159,Liladah,LILADAH,3148
113160,Nawdiha,NAWDIHA,3148
113161,Pasai,PASAI,3148
113162,Pindrahat,PINDRAHAT,3148
113163,Poraiyahat,PORAIYAHAT,3148
113164,Ratanpur,RATANPUR,3148
113165,Sakri Fulwar,SAKRI FULWAR,3148
113166,Salaiya,SALAIYA,3148
113167,Sidbank,SIDBANK,3148
113168,Sondiha,SONDIHA,3148
113169,Tarkhutta,TARKHUTTA,3148
113170,Thkurnahan,THKURNAHAN,3148
113172,Bansjori,BANSJORI,3149
113173,Baradhamani,BARADHAMANI,3149
113174,Bara Paktari,BARA PAKTARI,3149
113175,Bara Sindari,BARA SINDARI,3149
113176,Chandana,CHANDANA,3149
113177,Ghatiyari,GHATIYARI,3149
113178,Goradih,GORADIH,3149
113179,Kairasol,KAIRASOL,3149
113180,Karmatanr,KARMATANR,3149
113181,Kushmaha,KUSHMAHA,3149
113182,Paharpur,PAHARPUR,3149
113183,Susani,SUSANI,3149
113184,Tilabad,TILABAD,3149
113185,Amarpur,AMARPUR,3150
113186,Baniyadih,BANIYADIH,3150
113187,Bhagaiya,BHAGAIYA,3150
113188,Budhwachak,BUDHWACHAK,3150
113189,Chanda,CHANDA,3150
113190,Chapri,CHAPRI,3150
113191,Digghi,DIGGHI,3150
113192,Fulwariya,FULWARIYA,3150
245443,Kharkhodia,KHARKHODIA,3150
113193,Malmandro,MALMANDRO,3150
113194,Manikpur,MANIKPUR,3150
113195,Mishragangati,MISHRAGANGATI,3150
113196,Mordiha,MORDIHA,3150
113197,Panjaradih,PANJARADIH,3150
113198,Runji,RUNJI,3150
113199,Tetariyamal,TETARIYAMAL,3150
113109,Baghakol,BAGHAKOL,6641
113110,Beldiha,BELDIHA,6641
113111,Bodra,BODRA,6641
113114,Derma,DERMA,6641
113115,Dhapra,DHAPRA,6641
113118,Hilawe,HILAWE,6641
113119,Jamanikola,JAMANIKOLA,6641
113120,Kadama,KADAMA,6641
113121,Kaithiya,KAITHIYA,6641
113122,Kaithpura,KAITHPURA,6641
113124,Kewa,KEWA,6641
113134,Raha,RAHA,6641
113136,Sanchpur Sankhi,SANCHPUR SANKHI,6641
113138,Susti,SUSTI,6641
113210,Areya,AREYA,3151
113200,Banai,BANAI,3151
113201,Basia,BASIA,3151
